strain,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
2,59,105,79,195,127,62,153,226
3,59,105,79,195,127,189,83,53
1,59,105,79,195,127,189,83,186
2,59,105,79,195,127,189,83,226
3,59,105,79,195,127,189,153,53
1,59,105,79,195,127,189,153,186
2,59,105,79,195,127,189,153,226
3,59,105,79,195,203,62,83,53
1,59,105,79,195,203,62,83,186
2,59,105,79,195,203,62,83,226
3,59,105,79,195,203,62,153,53
1,59,105,79,195,203,62,153,186
2,59,105,79,195,203,62,153,226
3,59,105,79,195,203,189,83,53
1,59,105,79,195,203,189,83,186
2,59,105,79,195,203,189,83,226
3,59,105,79,195,203,189,153,53
1,59,105,79,195,203,189,153,186
2,59,105,79,195,203,189,153,226
3,59,105,79,237,127,62,83,53
1,59,105,79,237,127,62,83,186
2,59,105,79,237,127,62,83,226
3,59,105,79,237,127,62,153,53
1,59,105,79,237,127,62,153,186
2,59,105,79,237,127,62,153,226
3,59,105,79,237,127,189,83,53
1,59,105,79,237,127,189,83,186
2,59,105,79,237,127,189,83,226
3,59,105,79,237,127,189,153,53
1,59,105,79,237,127,189,153,186
2,59,105,79,237,127,189,153,226
3,59,105,79,237,203,62,83,53
1,59,105,79,237,203,62,83,186
2,59,105,79,237,203,62,83,226
3,59,105,79,237,203,62,153,53
1,59,105,79,237,203,62,153,186
2,59,105,79,237,203,62,153,226
3,59,105,79,237,203,189,83,53
1,59,105,79,237,203,189,83,186
2,59,105,79,237,203,189,83,226
3,59,105,79,237,203,189,153,53
1,59,105,79,237,203,189,153,186
2,59,105,79,237,203,189,153,226
3,59,105,121,195,127,62,83,53
1,59,105,121,195,127,62,83,186
2,59,105,121,195,127,62,83,226
3,59,105,121,195,127,62,153,53
1,59,105,121,195,127,62,153,186
2,59,105,121,195,127,62,153,226
3,59,105,121,195,127,189,83,53
1,59,105,121,195,127,189,83,186
2,59,105,121,195,127,189,83,226
3,59,105,121,195,127,189,153,53
1,59,105,121,195,127,189,153,186
2,59,105,121,195,127,189,153,226
3,59,105,121,195,203,62,83,53
1,59,105,121,195,203,62,83,186
2,59,105,121,195,203,62,83,226
3,59,105,121,195,203,62,153,53
1,59,105,121,195,203,62,153,186
2,59,105,121,195,203,62,153,226
3,59,105,121,195,203,189,83,53
1,59,105,121,195,203,189,83,186
2,59,105,121,195,203,189,83,226
3,59,105,121,195,203,189,153,53
1,59,105,121,195,203,189,153,186
2,59,105,121,195,203,189,153,226
5,59,105,121,236,203,189,83,53
3,59,105,121,237,127,62,83,53
1,59,105,121,237,127,62,83,186
2,59,105,121,237,127,62,83,226
3,59,105,121,237,127,62,153,53
1,59,105,121,237,127,62,153,186
2,59,105,121,237,127,62,153,226
3,59,105,121,237,127,189,83,53
1,59,105,121,237,127,189,83,186
2,59,105,121,237,127,189,83,226
3,59,105,121,237,127,189,153,53
1,59,105,121,237,127,189,153,186
2,59,105,121,237,127,189,153,226
1,59,105,121,237,203,61,83,53
3,59,105,121,237,203,62,83,53
1,59,105,121,237,203,62,83,186
2,59,105,121,237,203,62,83,226
3,59,105,121,237,203,62,153,53
1,59,105,121,237,203,62,153,186
2,59,105,121,237,203,62,153,226
2,59,105,121,237,203,189,83,52
123,59,105,121,237,203,189,83,53
1,59,105,121,237,203,189,83,186
2,59,105,121,237,203,189,83,226
3,59,105,121,237,203,189,84,53
3,59,105,121,237,203,189,153,53
1,59,105,121,237,203,189,153,186
2,59,105,121,237,203,189,153,226
15,59,105,121,237,203,189,192,44
11,59,105,121,237,203,189,192,53
4,59,105,121,237,203,257,83,53
3,59,159,79,195,127,62,83,53
1,59,159,79,195,127,62,83,186
2,59,159,79,195,127,62,83,226
3,59,159,79,195,127,62,153,53
1,59,159,79,195,127,62,153,186
2,59,159,79,195,127,62,153,226
3,59,159,79,195,127,189,83,53
1,59,159,79,195,127,189,83,186
2,59,159,79,195,127,189,83,226
3,59,159,79,195,127,189,153,53
1,59,159,79,195,127,189,153,186
2,59,159,79,195,127,189,153,226
3,59,159,79,195,203,62,83,53
1,59,159,79,195,203,62,83,186
2,59,159,79,195,203,62,83,226
3,59,159,79,195,203,62,153,53
1,59,159,79,195,203,62,153,186
2,59,159,79,195,203,62,153,226
3,59,159,79,195,203,189,83,53
1,59,159,79,195,203,189,83,186
2,59,159,79,195,203,189,83,226
3,59,159,79,195,203,189,153,53
1,59,159,79,195,203,189,153,186
2,59,159,79,195,203,189,153,226
3,59,159,79,237,127,62,83,53
1,59,159,79,237,127,62,83,186
2,59,159,79,237,127,62,83,226
3,59,159,79,237,127,62,153,53
1,59,159,79,237,127,62,153,186
2,59,159,79,237,127,62,153,226
3,59,159,79,237,127,189,83,53
1,59,159,79,237,127,189,83,186
2,59,159,79,237,127,189,83,226
3,59,159,79,237,127,189,153,53
1,59,159,79,237,127,189,153,186
2,59,159,79,237,127,189,153,226
3,59,159,79,237,203,62,83,53
1,59,159,79,237,203,62,83,186
2,59,159,79,237,203,62,83,226
3,59,159,79,237,203,62,153,53
1,59,159,79,237,203,62,153,186
2,59,159,79,237,203,62,153,226
3,59,159,79,237,203,189,83,53
1,59,159,79,237,203,189,83,186
2,59,159,79,237,203,189,83,226
3,59,159,79,237,203,189,153,53
1,59,159,79,237,203,189,153,186
2,59,159,79,237,203,189,153,226
3,59,159,121,195,127,62,83,53
1,59,159,121,195,127,62,83,186
2,59,159,121,195,127,62,83,226
3,59,159,121,195,127,62,153,53
1,59,159,121,195,127,62,153,186
2,59,159,121,195,127,62,153,226
3,59,159,121,195,127,189,83,53
1,59,159,121,195,127,189,83,186
2,59,159,121,195,127,189,83,226
3,59,159,121,195,127,189,153,53
1,59,159,121,195,127,189,153,186
2,59,159,121,195,127,189,153,226
3,59,159,121,195,203,62,83,53
1,59,159,121,195,203,62,83,186
2,59,159,121,195,203,62,83,226
3,59,159,121,195,203,62,153,53
1,59,159,121,195,203,62,153,186
2,59,159,121,195,203,62,153,226
3,59,159,121,195,203,189,83,53
1,59,159,121,195,203,189,83,186
2,59,159,121,195,203,189,83,226
3,59,159,121,195,203,189,153,53
1,59,159,121,195,203,189,153,186
2,59,159,121,195,203,189,153,226
3,59,159,121,237,127,62,83,53
1,59,159,121,237,127,62,83,186
2,59,159,121,237,127,62,83,226
3,59,159,121,237,127,62,153,53
1,59,159,121,237,127,62,153,186
2,59,159,121,237,127,62,153,226
3,59,159,121,237,127,189,83,53
1,59,159,121,237,127,189,83,186
2,59,159,121,237,127,189,83,226
3,59,159,121,237,127,189,153,53
1,59,159,121,237,127,189,153,186
2,59,159,121,237,127,189,153,226
3,59,159,121,237,203,62,83,53
1,59,159,121,237,203,62,83,186
2,59,159,121,237,203,62,83,226
3,59,159,121,237,203,62,153,53
1,59,159,121,237,203,62,153,186
2,59,159,121,237,203,62,153,226
3,59,159,121,237,203,189,83,53
1,59,159,121,237,203,189,83,186
2,59,159,121,237,203,189,83,226
3,59,159,121,237,203,189,153,53
1,59,159,121,237,203,189,153,186
2,59,159,121,237,203,189,153,226
4,60,90,215,72,113,74,10,55
10,60,112,66,182,109,2,16,0
1,60,112,66,182,109,2,16,108
2,60,112,66,182,109,2,32,0
2,60,112,66,182,109,2,32,108
8,60,112,66,182,109,79,22,55
3,60,112,66,182,109,79,124,55
16,60,112,66,182,109,161,16,0
14,60,112,66,182,109,161,16,65
2,60,112,66,182,109,161,16,108
2,60,112,66,182,109,161,32,0
2,60,112,66,182,109,161,32,108
2,60,112,66,182,253,2,32,0
2,60,112,66,182,253,2,32,108
1,60,112,66,182,253,161,16,0
1,60,112,66,182,253,161,16,108
2,60,112,66,182,253,161,32,0
2,60,112,66,182,253,161,32,108
1,60,112,226,182,109,2,16,0
1,60,112,226,182,109,2,16,108
2,60,112,226,182,109,2,32,0
2,60,112,226,182,109,2,32,108
2,60,112,226,182,109,161,16,0
2,60,112,226,182,109,161,16,108
2,60,112,226,182,109,161,32,0
2,60,112,226,182,109,161,32,108
2,60,112,226,182,253,2,32,0
2,60,112,226,182,253,2,32,108
1,60,112,226,182,253,161,16,0
1,60,112,226,182,253,161,16,108
2,60,112,226,182,253,161,32,0
2,60,112,226,182,253,161,32,108
7,61,65,213,156,83,79,22,39
1,61,65,213,156,83,79,241,39
1,61,74,161,156,179,247,202,51
2,61,74,213,5,179,247,202,204
1,61,74,213,74,179,80,35,48
79,61,74,213,74,179,247,202,48
1,61,74,213,74,282,247,50,274
1,61,74,213,156,179,247,202,48
20,61,74,213,156,179,247,202,51
2,61,74,213,156,179,247,202,204
1,61,111,66,156,113,14,22,54
27,61,112,66,156,113,14,22,54
1,61,112,66,156,113,14,22,55
4,61,112,66,156,179,14,49,0
1,61,112,226,156,112,14,22,54
1,61,112,226,156,112,14,22,274
1,61,112,226,156,112,14,50,54
1,61,112,226,156,112,14,50,274
1,61,112,226,156,112,214,22,54
1,61,112,226,156,112,214,22,274
1,61,112,226,156,112,214,50,54
1,61,112,226,156,112,214,50,274
1,61,112,226,156,179,14,49,187
7,61,112,226,156,253,14,22,187
12,62,18,248,54,88,193,96,8
4,62,19,248,54,88,5,0,8
1,62,19,248,54,88,193,96,8
1,62,19,248,76,88,5,0,8
121,62,19,248,76,97,5,0,8
10,62,19,248,76,211,5,0,8
8,62,19,248,76,241,5,0,8
1,62,19,248,240,88,158,0,111
1,62,65,249,240,83,158,120,48
1,62,65,249,240,88,158,0,111
10,62,65,249,240,88,158,120,111
67,62,83,249,219,88,158,0,111
20,62,83,249,219,88,158,97,33
15,62,83,249,219,88,158,97,110
6,62,83,249,219,88,158,97,111
1,62,83,249,240,83,158,0,48
1,62,83,249,240,83,188,0,111
46,62,83,249,240,88,158,0,111
1,62,83,249,240,88,188,0,111
44,62,83,249,243,88,158,0,111
1,62,85,249,240,88,158,120,111
1,63,65,100,216,219,247,84,48
2,63,65,213,216,219,247,84,50
11,63,65,213,216,219,247,314,50
1,63,65,221,216,242,247,84,48
3,63,74,213,162,219,155,80,34
1,63,74,213,216,83,80,35,50
8,63,74,213,216,180,247,84,50
2,63,74,213,216,180,247,84,58
1,63,74,213,216,242,80,84,50
2,63,74,213,216,242,247,84,49
96,63,74,213,216,242,247,84,50
22,64,50,15,51,166,205,117,43
9,64,50,15,51,166,205,210,43
3,64,50,77,51,7,205,11,93
2,64,50,77,51,7,205,195,93
53,64,50,77,53,7,204,11,93
1,64,50,77,53,7,204,22,93
1,64,50,77,53,7,204,195,93
43,64,50,77,53,7,205,11,93
9,64,50,77,53,7,205,21,93
1,64,50,77,53,7,205,22,93
1,64,50,77,53,7,205,124,93
30,64,50,169,51,116,205,117,43
1,64,50,169,51,124,205,117,43
1,64,50,169,51,130,205,117,43
7,64,50,250,51,130,205,32,93
1,64,71,133,185,76,15,13,123
8,65,21,3,103,3,104,47,21
1,65,34,3,103,3,104,47,21
1,66,21,3,103,3,104,47,21
4,66,21,3,107,4,95,40,21
4,66,21,3,107,4,95,40,285
1,66,21,3,107,4,95,43,21
1,66,21,3,107,4,95,43,285
4,66,21,3,107,4,95,47,21
4,66,21,3,107,4,95,47,285
1,66,21,3,107,4,95,151,21
1,66,21,3,107,4,95,151,285
4,66,21,3,107,4,104,40,21
4,66,21,3,107,4,104,40,285
1,66,21,3,107,4,104,43,21
1,66,21,3,107,4,104,43,285
11,66,21,3,107,4,104,47,21
4,66,21,3,107,4,104,47,285
1,66,21,3,107,4,104,151,21
1,66,21,3,107,4,104,151,285
1,66,21,3,107,4,106,45,21
7,66,21,3,107,29,95,40,21
7,66,21,3,107,29,95,40,285
1,66,21,3,107,29,95,43,21
1,66,21,3,107,29,95,43,285
7,66,21,3,107,29,95,47,21
7,66,21,3,107,29,95,47,285
1,66,21,3,107,29,95,151,21
1,66,21,3,107,29,95,151,285
7,66,21,3,107,29,104,40,21
7,66,21,3,107,29,104,40,285
1,66,21,3,107,29,104,43,21
1,66,21,3,107,29,104,43,285
7,66,21,3,107,29,104,47,21
7,66,21,3,107,29,104,47,285
1,66,21,3,107,29,104,151,21
1,66,21,3,107,29,104,151,285
2,66,21,3,107,89,95,40,21
2,66,21,3,107,89,95,40,285
2,66,21,3,107,89,95,47,21
2,66,21,3,107,89,95,47,285
2,66,21,3,107,89,104,40,21
2,66,21,3,107,89,104,40,285
2,66,21,3,107,89,104,47,21
2,66,21,3,107,89,104,47,285
2,66,21,3,107,90,95,40,21
2,66,21,3,107,90,95,40,285
2,66,21,3,107,90,95,47,21
2,66,21,3,107,90,95,47,285
2,66,21,3,107,90,104,40,21
2,66,21,3,107,90,104,40,285
2,66,21,3,107,90,104,47,21
2,66,21,3,107,90,104,47,285
1,66,21,3,107,282,95,43,4
1,66,21,3,107,282,95,43,285
1,66,21,3,107,282,95,151,4
1,66,21,3,107,282,95,151,285
1,66,21,3,107,282,104,43,4
1,66,21,3,107,282,104,43,285
1,66,21,3,107,282,104,151,4
1,66,21,3,107,282,104,151,285
1,66,21,3,252,90,137,47,21
1,66,21,64,107,29,95,40,21
1,66,21,64,107,29,95,40,285
1,66,21,64,107,29,95,47,21
1,66,21,64,107,29,95,47,285
1,66,21,64,107,29,104,40,21
1,66,21,64,107,29,104,40,285
1,66,21,64,107,29,104,47,21
1,66,21,64,107,29,104,47,285
1,66,21,64,107,90,95,40,21
1,66,21,64,107,90,95,40,285
1,66,21,64,107,90,95,47,21
1,66,21,64,107,90,95,47,285
1,66,21,64,107,90,104,40,21
1,66,21,64,107,90,104,40,285
54,66,21,64,107,90,104,47,21
1,66,21,64,107,90,104,47,285
1,66,21,65,103,22,95,247,240
3,66,21,65,107,4,95,40,21
3,66,21,65,107,4,95,40,285
1,66,21,65,107,4,95,43,21
1,66,21,65,107,4,95,43,285
3,66,21,65,107,4,95,47,21
3,66,21,65,107,4,95,47,285
1,66,21,65,107,4,95,151,21
1,66,21,65,107,4,95,151,285
3,66,21,65,107,4,104,40,21
3,66,21,65,107,4,104,40,285
1,66,21,65,107,4,104,43,21
1,66,21,65,107,4,104,43,285
3,66,21,65,107,4,104,47,21
3,66,21,65,107,4,104,47,285
1,66,21,65,107,4,104,151,21
1,66,21,65,107,4,104,151,285
7,66,21,65,107,29,95,40,21
7,66,21,65,107,29,95,40,285
1,66,21,65,107,29,95,43,21
1,66,21,65,107,29,95,43,285
7,66,21,65,107,29,95,47,21
7,66,21,65,107,29,95,47,285
1,66,21,65,107,29,95,151,21
1,66,21,65,107,29,95,151,285
7,66,21,65,107,29,104,40,21
7,66,21,65,107,29,104,40,285
1,66,21,65,107,29,104,43,21
1,66,21,65,107,29,104,43,285
7,66,21,65,107,29,104,47,21
7,66,21,65,107,29,104,47,285
1,66,21,65,107,29,104,151,21
1,66,21,65,107,29,104,151,285
2,66,21,65,107,89,95,40,21
2,66,21,65,107,89,95,40,285
2,66,21,65,107,89,95,47,21
2,66,21,65,107,89,95,47,285
2,66,21,65,107,89,104,40,21
2,66,21,65,107,89,104,40,285
2,66,21,65,107,89,104,47,21
2,66,21,65,107,89,104,47,285
3,66,21,65,107,90,95,40,21
3,66,21,65,107,90,95,40,285
3,66,21,65,107,90,95,47,21
3,66,21,65,107,90,95,47,285
3,66,21,65,107,90,104,40,21
3,66,21,65,107,90,104,40,285
3,66,21,65,107,90,104,47,21
3,66,21,65,107,90,104,47,285
1,66,21,65,107,282,95,43,4
1,66,21,65,107,282,95,43,285
1,66,21,65,107,282,95,151,4
1,66,21,65,107,282,95,151,285
1,66,21,65,107,282,104,43,4
1,66,21,65,107,282,104,43,285
1,66,21,65,107,282,104,151,4
1,66,21,65,107,282,104,151,285
3,66,34,3,107,4,95,40,21
3,66,34,3,107,4,95,40,285
1,66,34,3,107,4,95,43,21
1,66,34,3,107,4,95,43,285
3,66,34,3,107,4,95,47,21
3,66,34,3,107,4,95,47,285
1,66,34,3,107,4,95,151,21
1,66,34,3,107,4,95,151,285
3,66,34,3,107,4,104,40,21
3,66,34,3,107,4,104,40,285
1,66,34,3,107,4,104,43,21
1,66,34,3,107,4,104,43,285
3,66,34,3,107,4,104,47,21
3,66,34,3,107,4,104,47,285
1,66,34,3,107,4,104,151,21
1,66,34,3,107,4,104,151,285
4,66,34,3,107,29,95,40,21
4,66,34,3,107,29,95,40,285
1,66,34,3,107,29,95,43,21
1,66,34,3,107,29,95,43,285
4,66,34,3,107,29,95,47,21
4,66,34,3,107,29,95,47,285
1,66,34,3,107,29,95,151,21
1,66,34,3,107,29,95,151,285
4,66,34,3,107,29,104,40,21
4,66,34,3,107,29,104,40,285
1,66,34,3,107,29,104,43,21
1,66,34,3,107,29,104,43,285
4,66,34,3,107,29,104,47,21
4,66,34,3,107,29,104,47,285
1,66,34,3,107,29,104,151,21
1,66,34,3,107,29,104,151,285
1,66,34,3,107,89,95,40,21
1,66,34,3,107,89,95,40,285
1,66,34,3,107,89,95,47,21
1,66,34,3,107,89,95,47,285
1,66,34,3,107,89,104,40,21
1,66,34,3,107,89,104,40,285
1,66,34,3,107,89,104,47,21
1,66,34,3,107,89,104,47,285
1,66,34,3,107,90,95,40,21
1,66,34,3,107,90,95,40,285
1,66,34,3,107,90,95,47,21
1,66,34,3,107,90,95,47,285
1,66,34,3,107,90,104,40,21
1,66,34,3,107,90,104,40,285
1,66,34,3,107,90,104,47,21
1,66,34,3,107,90,104,47,285
1,66,34,3,107,282,95,43,4
1,66,34,3,107,282,95,43,285
1,66,34,3,107,282,95,151,4
1,66,34,3,107,282,95,151,285
1,66,34,3,107,282,104,43,4
1,66,34,3,107,282,104,43,285
1,66,34,3,107,282,104,151,4
1,66,34,3,107,282,104,151,285
1,66,34,64,107,29,95,40,21
1,66,34,64,107,29,95,40,285
1,66,34,64,107,29,95,47,21
1,66,34,64,107,29,95,47,285
1,66,34,64,107,29,104,40,21
1,66,34,64,107,29,104,40,285
1,66,34,64,107,29,104,47,21
1,66,34,64,107,29,104,47,285
1,66,34,64,107,90,95,40,21
1,66,34,64,107,90,95,40,285
1,66,34,64,107,90,95,47,21
1,66,34,64,107,90,95,47,285
1,66,34,64,107,90,104,40,21
1,66,34,64,107,90,104,40,285
3,66,34,64,107,90,104,47,21
1,66,34,64,107,90,104,47,285
1,66,34,65,9,29,95,151,108
1,66,34,65,9,29,95,151,285
1,66,34,65,9,29,95,227,108
1,66,34,65,9,29,95,227,285
1,66,34,65,9,29,205,151,108
1,66,34,65,9,29,205,151,285
1,66,34,65,9,29,205,227,108
1,66,34,65,9,29,205,227,285
1,66,34,65,9,253,95,151,108
1,66,34,65,9,253,95,151,285
1,66,34,65,9,253,95,227,108
1,66,34,65,9,253,95,227,285
1,66,34,65,9,253,205,151,108
1,66,34,65,9,253,205,151,285
1,66,34,65,9,253,205,227,108
1,66,34,65,9,253,205,227,285
3,66,34,65,107,4,95,40,21
3,66,34,65,107,4,95,40,285
1,66,34,65,107,4,95,43,21
1,66,34,65,107,4,95,43,285
3,66,34,65,107,4,95,47,21
3,66,34,65,107,4,95,47,285
1,66,34,65,107,4,95,151,21
1,66,34,65,107,4,95,151,285
3,66,34,65,107,4,104,40,21
3,66,34,65,107,4,104,40,285
1,66,34,65,107,4,104,43,21
1,66,34,65,107,4,104,43,285
3,66,34,65,107,4,104,47,21
3,66,34,65,107,4,104,47,285
1,66,34,65,107,4,104,151,21
1,66,34,65,107,4,104,151,285
5,66,34,65,107,29,95,40,21
74,66,34,65,107,29,95,40,181
1,66,34,65,107,29,95,40,274
18,66,34,65,107,29,95,40,285
1,66,34,65,107,29,95,43,21
1,66,34,65,107,29,95,43,285
5,66,34,65,107,29,95,47,21
5,66,34,65,107,29,95,47,285
4,66,34,65,107,29,95,107,21
1,66,34,65,107,29,95,107,24
1,66,34,65,107,29,95,151,21
1,66,34,65,107,29,95,151,108
5,66,34,65,107,29,95,151,180
6,66,34,65,107,29,95,151,181
4,66,34,65,107,29,95,151,285
1,66,34,65,107,29,95,227,108
1,66,34,65,107,29,95,227,285
5,66,34,65,107,29,104,40,21
5,66,34,65,107,29,104,40,285
1,66,34,65,107,29,104,43,21
1,66,34,65,107,29,104,43,285
5,66,34,65,107,29,104,47,21
5,66,34,65,107,29,104,47,285
1,66,34,65,107,29,104,151,21
1,66,34,65,107,29,104,151,285
1,66,34,65,107,29,114,40,181
1,66,34,65,107,29,205,151,108
1,66,34,65,107,29,205,151,285
1,66,34,65,107,29,205,227,108
1,66,34,65,107,29,205,227,285
1,66,34,65,107,89,95,40,21
1,66,34,65,107,89,95,40,285
1,66,34,65,107,89,95,47,21
1,66,34,65,107,89,95,47,285
1,66,34,65,107,89,104,40,21
1,66,34,65,107,89,104,40,285
1,66,34,65,107,89,104,47,21
1,66,34,65,107,89,104,47,285
2,66,34,65,107,90,95,40,21
2,66,34,65,107,90,95,40,285
2,66,34,65,107,90,95,47,21
2,66,34,65,107,90,95,47,285
2,66,34,65,107,90,104,40,21
2,66,34,65,107,90,104,40,285
2,66,34,65,107,90,104,47,21
2,66,34,65,107,90,104,47,285
2,66,34,65,107,216,95,40,181
1,66,34,65,107,253,95,151,108
1,66,34,65,107,253,95,151,285
1,66,34,65,107,253,95,227,108
1,66,34,65,107,253,95,227,285
1,66,34,65,107,253,205,151,108
1,66,34,65,107,253,205,151,285
1,66,34,65,107,253,205,227,108
1,66,34,65,107,253,205,227,285
1,66,34,65,107,282,95,43,4
1,66,34,65,107,282,95,43,285
1,66,34,65,107,282,95,151,4
1,66,34,65,107,282,95,151,180
1,66,34,65,107,282,95,151,181
25,66,34,65,107,282,95,151,285
1,66,34,65,107,282,104,43,4
1,66,34,65,107,282,104,43,285
1,66,34,65,107,282,104,151,4
1,66,34,65,107,282,104,151,285
1,66,34,65,107,282,109,151,285
1,66,34,76,252,221,137,154,181
1,66,34,168,107,282,95,151,274
1,66,34,192,9,29,95,151,108
1,66,34,192,9,29,95,151,285
1,66,34,192,9,29,95,227,108
1,66,34,192,9,29,95,227,285
1,66,34,192,9,29,205,151,108
1,66,34,192,9,29,205,151,285
1,66,34,192,9,29,205,227,108
1,66,34,192,9,29,205,227,285
1,66,34,192,9,253,95,151,108
1,66,34,192,9,253,95,151,285
1,66,34,192,9,253,95,227,108
1,66,34,192,9,253,95,227,285
1,66,34,192,9,253,205,151,108
1,66,34,192,9,253,205,151,285
1,66,34,192,9,253,205,227,108
1,66,34,192,9,253,205,227,285
1,66,34,192,107,29,95,151,108
1,66,34,192,107,29,95,151,285
1,66,34,192,107,29,95,227,108
1,66,34,192,107,29,95,227,285
1,66,34,192,107,29,205,151,108
1,66,34,192,107,29,205,151,285
1,66,34,192,107,29,205,227,108
1,66,34,192,107,29,205,227,285
1,66,34,192,107,253,95,151,108
1,66,34,192,107,253,95,151,285
1,66,34,192,107,253,95,227,108
1,66,34,192,107,253,95,227,285
1,66,34,192,107,253,205,151,108
1,66,34,192,107,253,205,151,285
1,66,34,192,107,253,205,227,108
1,66,34,192,107,253,205,227,285
1,66,50,65,9,29,95,151,108
1,66,50,65,9,29,95,151,285
1,66,50,65,9,29,95,227,108
1,66,50,65,9,29,95,227,285
1,66,50,65,9,29,205,151,108
1,66,50,65,9,29,205,151,285
1,66,50,65,9,29,205,227,108
1,66,50,65,9,29,205,227,285
1,66,50,65,9,253,95,151,108
1,66,50,65,9,253,95,151,285
1,66,50,65,9,253,95,227,108
1,66,50,65,9,253,95,227,285
1,66,50,65,9,253,205,151,108
1,66,50,65,9,253,205,151,285
1,66,50,65,9,253,205,227,108
1,66,50,65,9,253,205,227,285
1,66,50,65,107,29,95,151,108
1,66,50,65,107,29,95,151,285
1,66,50,65,107,29,95,227,108
1,66,50,65,107,29,95,227,285
1,66,50,65,107,29,205,151,108
1,66,50,65,107,29,205,151,285
1,66,50,65,107,29,205,227,108
1,66,50,65,107,29,205,227,285
1,66,50,65,107,253,95,151,108
1,66,50,65,107,253,95,151,285
1,66,50,65,107,253,95,227,108
1,66,50,65,107,253,95,227,285
1,66,50,65,107,253,205,151,108
1,66,50,65,107,253,205,151,285
1,66,50,65,107,253,205,227,108
1,66,50,65,107,253,205,227,285
1,66,50,192,9,29,95,151,108
1,66,50,192,9,29,95,151,285
1,66,50,192,9,29,95,227,108
1,66,50,192,9,29,95,227,285
1,66,50,192,9,29,205,151,108
1,66,50,192,9,29,205,151,285
1,66,50,192,9,29,205,227,108
1,66,50,192,9,29,205,227,285
1,66,50,192,9,253,95,151,108
1,66,50,192,9,253,95,151,285
1,66,50,192,9,253,95,227,108
1,66,50,192,9,253,95,227,285
1,66,50,192,9,253,205,151,108
1,66,50,192,9,253,205,151,285
1,66,50,192,9,253,205,227,108
1,66,50,192,9,253,205,227,285
1,66,50,192,107,29,95,151,108
1,66,50,192,107,29,95,151,285
1,66,50,192,107,29,95,227,108
1,66,50,192,107,29,95,227,285
1,66,50,192,107,29,205,151,108
1,66,50,192,107,29,205,151,285
1,66,50,192,107,29,205,227,108
1,66,50,192,107,29,205,227,285
1,66,50,192,107,253,95,151,108
1,66,50,192,107,253,95,151,285
1,66,50,192,107,253,95,227,108
1,66,50,192,107,253,95,227,285
1,66,50,192,107,253,205,151,108
1,66,50,192,107,253,205,151,285
1,66,50,192,107,253,205,227,108
1,66,50,192,107,253,205,227,285
1,66,211,65,107,216,95,40,142
1,66,221,65,107,282,95,50,285
1,66,221,168,107,282,95,40,274
3,66,223,3,107,282,109,43,285
3,66,223,3,107,282,109,151,285
3,66,223,65,107,282,109,43,285
3,66,223,65,107,282,109,151,285
1,67,166,177,140,127,191,57,209
32,67,192,177,140,106,66,121,209
37,68,25,151,74,51,80,88,22
18,68,26,75,75,51,7,95,22
21,68,26,100,74,51,80,95,22
7,68,26,100,74,51,80,280,22
1,68,26,100,74,51,80,301,22
84,68,26,100,75,51,7,95,22
2,68,26,100,75,51,80,95,22
1,68,26,100,75,85,7,73,22
2,68,26,100,75,85,7,95,22
26,68,26,240,74,255,80,280,22
1,68,65,100,74,83,80,198,48
1,68,65,100,75,51,7,95,22
4,68,85,100,74,83,80,7,48
9,68,85,100,74,83,80,198,48
2,69,0,10,24,186,220,217,242
1,69,0,245,217,125,38,101,242
1,69,62,83,145,130,205,26,206
7,69,71,133,185,26,11,13,123
3,69,72,245,217,125,46,101,242
1,69,204,40,185,76,15,102,123
8,70,178,76,128,2,62,154,186
66,71,65,25,216,251,80,7,60
2,71,65,25,216,251,80,35,60
42,71,65,100,216,251,80,7,48
2,71,65,100,216,251,80,35,48
20,71,65,100,216,251,177,7,48
7,71,65,238,216,251,80,7,60
1,71,106,221,216,219,177,7,34
1,72,3,85,2,98,101,23,38
1,72,3,85,2,98,118,23,38
1,72,11,97,96,118,28,175,14
5,72,16,4,8,30,12,23,74
1,72,16,4,20,30,12,23,11
1,72,16,4,20,30,148,23,11
1,72,26,100,165,51,7,95,22
1,72,44,31,96,48,28,101,14
6,72,64,41,21,83,80,73,39
30,72,64,41,21,83,80,73,40
2,72,64,41,21,85,80,73,39
38,72,64,41,21,85,80,73,40
1,72,64,41,75,85,80,73,40
2,72,64,41,216,83,80,7,40
1,72,64,41,216,83,80,21,40
2,72,64,100,75,85,7,95,22
1,72,65,3,107,83,32,7,220
1,72,65,3,107,83,32,40,220
1,72,65,3,107,83,80,7,220
1,72,65,3,107,83,80,40,220
1,72,65,3,107,125,32,7,220
1,72,65,3,107,125,32,40,220
1,72,65,3,107,125,80,7,220
1,72,65,3,107,125,80,40,220
1,72,65,3,216,83,32,7,220
1,72,65,3,216,83,32,40,220
1,72,65,3,216,83,80,7,220
1,72,65,3,216,83,80,40,220
1,72,65,3,216,125,32,7,220
1,72,65,3,216,125,32,40,220
1,72,65,3,216,125,80,7,220
1,72,65,3,216,125,80,40,220
